protein_accession	db_source	name	stringid	sym	geneid	fam
Q9BW60	SWISS-PROT	Elongation of very long chain fatty acids protein 1	ENSP00000361536	ELOVL1	64834	None
Q9BWD1	SWISS-PROT	Acetyl-CoA acetyltransferase, cytosolic	ENSP00000356015	ACAT2	39	Enzyme
Q9BWU1	SWISS-PROT	Cell division cycle 2-like protein kinase 6	ENSP00000357907	CDK19	23097	Kinase
Q9BXA7	SWISS-PROT	Testis-specific serine/threonine-protein kinase 1	ENSP00000375081	TSSK1B	83942	Kinase
Q9BXC0	SWISS-PROT	G-protein coupled receptor 81	ENSP00000349478	HCAR1	27198	GPCR
Q9BXR0	SWISS-PROT	Queuine tRNA-ribosyltransferase	ENSP00000250237	QTRT1	81890	Enzyme
Q9BXU1	SWISS-PROT	Serine/threonine-protein kinase 31	ENSP00000348132	STK31	56164	Kinase
Q9BY41	SWISS-PROT	Histone deacetylase 8	ENSP00000362674	HDAC8	55869	Epigenetic
Q9BY64	SWISS-PROT	UDP-glucuronosyltransferase 2B28	ENSP00000334276	UGT2B28	54490	Enzyme
Q9BYF1	SWISS-PROT	Angiotensin-converting enzyme 2	ENSP00000252519	ACE2	59272	Enzyme
Q9BYP7	SWISS-PROT	Serine/threonine-protein kinase WNK3	ENSP00000346667	WNK3	65267	Kinase
Q9BYT3	SWISS-PROT	Serine/threonine-protein kinase 33	ENSP00000320754	STK33	65975	Kinase
Q9BZ11	SWISS-PROT	Disintegrin and metalloproteinase domain-containing protein 33	ENSP00000348912	ADAM33	80332	Enzyme
Q9BZJ3	SWISS-PROT	Tryptase delta	ENSP00000211076	TPSD1	23430	Enzyme
Q9BZL6	SWISS-PROT	Serine/threonine-protein kinase D2	ENSP00000291281	PRKD2	25865	Kinase
Q9BZM1	SWISS-PROT	Group XIIA secretory phospholipase A2	ENSP00000243501	PLA2G12A	81579	Enzyme
Q9BZM2	SWISS-PROT	Group IIF secretory phospholipase A2	ENSP00000364243	PLA2G2F	64600	Enzyme
Q9BZX2	SWISS-PROT	Uridine-cytidine kinase 2	ENSP00000356853	UCK2	7371	Kinase
Q9C098	SWISS-PROT	Serine/threonine-protein kinase DCLK3	ENSP00000394484	DCLK3	85443	Kinase
Q9GZQ4	SWISS-PROT	Neuromedin-U receptor 2	ENSP00000255262	NMUR2	56923	GPCR
Q9GZQ6	SWISS-PROT	Neuropeptide FF receptor 1	ENSP00000277942	NPFFR1	64106	GPCR
Q9GZT4	SWISS-PROT	Serine racemase	ENSP00000339435	SRR	63826	Enzyme
Q9GZT9	SWISS-PROT	Egl nine homolog 1	ENSP00000355601	EGLN1	54583	None
Q9GZV3	SWISS-PROT	High-affinity choline transporter	ENSP00000264047	SLC5A7	60482	Transporter
Q9GZZ6	SWISS-PROT	Neuronal acetylcholine receptor protein alpha-10 subunit	ENSP00000250699	CHRNA10	57053	IC
Q9H093	SWISS-PROT	NUAK family SNF1-like kinase 2	ENSP00000356125	NUAK2	81788	Kinase
Q9H0C8	SWISS-PROT	Integrin-linked kinase-associated protein phosphatase 2C isoform 1	ENSP00000254654	ILKAP	80895	Enzyme
Q9H0K1	SWISS-PROT	Serine/threonine-protein kinase SIK2	ENSP00000305976	SIK2	23235	Kinase
Q9H1C0	SWISS-PROT	Lysophosphatidic acid receptor 5	ENSP00000327875	LPAR5	57121	GPCR
Q9H1D9	SWISS-PROT	DNA-directed RNA polymerase III 39 kDa polypeptide	ENSP00000366828	POLR3F	10621	Enzyme
Q9H1R3	SWISS-PROT	myosin light chain kinase 2	ENSP00000365152	MYLK2	85366	Kinase
Q9H227	SWISS-PROT	Beta-glucosidase cytosolic	ENSP00000471397	GBA3	57733	Enzyme
Q9H228	SWISS-PROT	Sphingosine 1-phosphate receptor Edg-8	ENSP00000328472	S1PR5	53637	GPCR
Q9H239	SWISS-PROT	Matrix metalloproteinase 28	ENSP00000250144	MMP28	79148	Enzyme
Q9H244	SWISS-PROT	Purinergic receptor P2Y12	ENSP00000307259	P2RY12	64805	GPCR
Q9H2F3	SWISS-PROT	3-beta-hydroxysteroid dehydrogenase type VII	ENSP00000297679	HSD3B7	80270	Enzyme
Q9H2G2	SWISS-PROT	Serine/threonine-protein kinase 2	ENSP00000358770	SLK	9748	Kinase
Q9H2K2	SWISS-PROT	Tankyrase-2	ENSP00000360689	TNKS2	80351	Enzyme
Q9H2K8	SWISS-PROT	Serine/threonine-protein kinase TAO3	ENSP00000376317	TAOK3	51347	Kinase
Q9H2R5	SWISS-PROT	Kallikrein 15	ENSP00000469315	KLK15	55554	Enzyme
Q9H2S1	SWISS-PROT	Small conductance calcium-activated potassium channel protein 2	ENSP00000264773	KCNN2	3781	IC
Q9H2X6	SWISS-PROT	Homeodomain-interacting protein kinase 2	ENSP00000385571	HIPK2	28996	Kinase
Q9H3N8	SWISS-PROT	Histamine H4 receptor	ENSP00000256906	HRH4	59340	GPCR
Q9H3R0	SWISS-PROT	Lysine-specific demethylase 4C	ENSP00000370710	KDM4C	23081	Epigenetic
Q9H3S4	SWISS-PROT	Thiamin pyrophosphokinase 1	ENSP00000353165	TPK1	27010	Kinase
Q9H3Y6	SWISS-PROT	Tyrosine-protein kinase Srms	ENSP00000217188	SRMS	6725	Kinase
Q9H422	SWISS-PROT	Homeodomain-interacting protein kinase 3	ENSP00000304226	HIPK3	10114	Kinase
Q9H4A3	SWISS-PROT	Serine/threonine-protein kinase WNK1	ENSP00000313059	WNK1	65125	Kinase
Q9H4A4	SWISS-PROT	Aminopeptidase B	ENSP00000295640	RNPEP	6051	Enzyme
Q9H4B4	SWISS-PROT	Serine/threonine-protein kinase PLK3	ENSP00000361275	PLK3	1263	Kinase
Q9H4B7	SWISS-PROT	Tubulin beta-1 chain	ENSP00000217133	TUBB1	81027	None
Q9H4Y5	SWISS-PROT	Glutathione transferase omega 2	ENSP00000345023	GSTO2	119391	Enzyme
Q9H598	SWISS-PROT	Vesicular GABA transporter	ENSP00000217420	SLC32A1	140679	Transporter
Q9H5J4	SWISS-PROT	Elongation of very long chain fatty acids protein 6	ENSP00000304736	ELOVL6	79071	None
Q9H6P5	SWISS-PROT	Threonine aspartase 1	ENSP00000338624	TASP1	55617	Enzyme
Q9H6Z9	SWISS-PROT	Egl nine homolog 3	ENSP00000250457	EGLN3	112399	None
Q9H7Z7	SWISS-PROT	Prostaglandin E synthase 2	ENSP00000345341	PTGES2	80142	Enzyme
Q9H9B1	SWISS-PROT	Histone-lysine N-methyltransferase, H3 lysine-9 specific 5	ENSP00000417980	EHMT1	79813	Epigenetic
Q9H9Q2	SWISS-PROT	COP9 signalosome complex subunit 7b	ENSP00000272995	COPS7B	64708	None
Q9HA47	SWISS-PROT	Uridine-cytidine kinase 1	ENSP00000361289	UCK1	83549	Kinase
Q9HAS3	SWISS-PROT	Solute carrier family 28 member 3	ENSP00000365413	SLC28A3	64078	Transporter
Q9HAZ1	SWISS-PROT	Dual specificity protein kinase CLK4	ENSP00000316948	CLK4	57396	Kinase
Q9HB03	SWISS-PROT	Elongation of very long chain fatty acids protein 3	ENSP00000359022	ELOVL3	83401	None
Q9HB55	SWISS-PROT	Cytochrome P450 3A43	ENSP00000222382	CYP3A43	64816	Enzyme
Q9HB89	SWISS-PROT	Neuromedin-U receptor 1	ENSP00000305877	NMUR1	10316	GPCR
Q9HBA0	SWISS-PROT	Transient receptor potential cation channel subfamily V member 4	ENSP00000261740	TRPV4	59341	IC
Q9HBH1	SWISS-PROT	Peptide deformylase mitochondrial	ENSP00000288022	PDF	64146	Enzyme
Q9HBH9	SWISS-PROT	MAP kinase signal-integrating kinase 2	ENSP00000250896	MKNK2	2872	Kinase
Q9HBI0	SWISS-PROT	Gamma-parvin	ENSP00000391453	PARVG	64098	None
Q9HBW0	SWISS-PROT	Lysophosphatidic acid receptor Edg-4	ENSP00000384665	LPAR2	9170	GPCR
Q9HBY8	SWISS-PROT	Serine/threonine-protein kinase Sgk2	ENSP00000340608	SGK2	10110	Kinase
Q9HC35	SWISS-PROT	Echinoderm microtubule-associated protein-like 4	ENSP00000320663	EML4	27436	None
Q9HC98	SWISS-PROT	Serine/threonine-protein kinase NEK6	ENSP00000362702	NEK6	10783	Kinase
Q9HCG7	SWISS-PROT	Beta-glucosidase	ENSP00000367343	GBA2	57704	Enzyme
Q9HCP0	SWISS-PROT	Casein kinase I gamma 1	ENSP00000305777	CSNK1G1	53944	Kinase
Q9HCR9	SWISS-PROT	Phosphodiesterase 11A	ENSP00000286063	PDE11A	50940	Enzyme
Q9HCU8	SWISS-PROT	DNA polymerase delta subunit 4	ENSP00000311368	POLD4	57804	Enzyme
Q9HD36	SWISS-PROT	Bcl-2-like protein 10	ENSP00000260442	BCL2L10	10017	None
Q9NNW7	SWISS-PROT	Thioredoxin reductase 2	ENSP00000383365	TXNRD2	10587	Enzyme
Q9NP56	SWISS-PROT	Phosphodiesterase 7B	ENSP00000310661	PDE7B	27115	Enzyme
Q9NPA1	SWISS-PROT	Large conductance calcium-activated potassium channel subfamily M beta member 3	ENSP00000319370	KCNMB3	27094	IC
Q9NPB9	SWISS-PROT	C-C chemokine receptor type 11	ENSP00000249887	ACKR4	51554	GPCR
Q9NPC1	SWISS-PROT	Leukotriene B4 receptor 2	ENSP00000433290	LTB4R2	56413	GPCR
Q9NPZ5	SWISS-PROT	Beta-1,3-glucuronyltransferase 2	ENSP00000230053	B3GAT2	135152	Enzyme
Q9NQ66	SWISS-PROT	Phospholipase C-beta-1	ENSP00000338185	PLCB1	23236	Enzyme
Q9NQS7	SWISS-PROT	Inner centromere protein	ENSP00000378295	INCENP	3619	None
Q9NQU5	SWISS-PROT	Serine/threonine-protein kinase PAK6	ENSP00000260404	PAK6	56924	Kinase
Q9NQW7	SWISS-PROT	Xaa-Pro aminopeptidase 1	ENSP00000421566	XPNPEP1	7511	Enzyme
Q9NR20	SWISS-PROT	Dual specificity tyrosine-phosphorylation-regulated kinase 4	ENSP00000010132	DYRK4	8798	Kinase
Q9NR82	SWISS-PROT	Voltage-gated potassium channel subunit Kv7.5	ENSP00000345055	KCNQ5	56479	IC
Q9NR96	SWISS-PROT	Toll-like receptor 9	ENSP00000417517	TLR9	54106	None
Q9NR97	SWISS-PROT	Toll-like receptor 8	ENSP00000218032	TLR8	51311	None
Q9NRA0	SWISS-PROT	Sphingosine kinase 2	ENSP00000245222	SPHK2	56848	Kinase
Q9NRD8	SWISS-PROT	Thyroid oxidase 2	ENSP00000373691	DUOX2	50506	Enzyme
Q9NRE1	SWISS-PROT	Matrix metalloproteinase 26	ENSP00000300762	MMP26	56547	Enzyme
Q9NRM7	SWISS-PROT	Serine/threonine-protein kinase LATS2	ENSP00000372035	LATS2	26524	Kinase
Q9NRP7	SWISS-PROT	Serine/threonine-protein kinase 36	ENSP00000295709	STK36	27148	Kinase
Q9NRR2	SWISS-PROT	Tryptase gamma	ENSP00000234798	TPSG1	25823	Enzyme
Q9NRW4	SWISS-PROT	Dual specificity phosphatase 22	ENSP00000345281	DUSP22	56940	Enzyme
Q9NS75	SWISS-PROT	Cysteinyl leukotriene receptor 2	ENSP00000282018	CYSLTR2	57105	GPCR
Q9NS85	SWISS-PROT	Carbonic anhydrase-related protein 10	ENSP00000285273	CA10	56934	Enzyme
Q9NSD5	SWISS-PROT	GABA transporter 2	ENSP00000339260	SLC6A13	6540	Transporter
Q9NSY1	SWISS-PROT	BMP-2-inducible protein kinase	ENSP00000334836	BMP2K	55589	Kinase
Q9NTG7	SWISS-PROT	NAD-dependent deacetylase sirtuin 3	ENSP00000372191	SIRT3	23410	Epigenetic
Q9NUW8	SWISS-PROT	Tyrosyl-DNA phosphodiesterase 1	ENSP00000337353	TDP1	55775	Enzyme
Q9NUX5	SWISS-PROT	Protection of telomeres protein 1	ENSP00000350249	POT1	25913	None
Q9NVP1	SWISS-PROT	ATP-dependent RNA helicase DDX18	ENSP00000263239	DDX18	8886	Enzyme
Q9NWL6	SWISS-PROT	HCV NS3-transactivated protein 1	ENSP00000260952	ASNSD1	54529	Enzyme
Q9NWM8	SWISS-PROT	FK506 binding protein 14	ENSP00000222803	FKBP14	55033	Enzyme
Q9NWT6	SWISS-PROT	Hypoxia-inducible factor 1-alpha inhibitor	ENSP00000299163	HIF1AN	55662	None
Q9NWT8	SWISS-PROT	Aurora kinase A-interacting protein	ENSP00000319778	AURKAIP1	54998	Enzyme
Q9NWZ3	SWISS-PROT	Interleukin-1 receptor-associated kinase 4	ENSP00000390651	IRAK4	51135	Kinase
Q9NXB9	SWISS-PROT	Elongation of very long chain fatty acids protein 2	ENSP00000346693	ELOVL2	54898	None
Q9NXG6	SWISS-PROT	Hypoxia-inducible factor prolyl 4-hydroxylase	ENSP00000341422	P4HTM	54681	Enzyme
Q9NY33	SWISS-PROT	Dipeptidyl peptidase III	ENSP00000353701	DPP3	10072	Enzyme
Q9NY46	SWISS-PROT	Sodium channel protein type III alpha subunit	ENSP00000283254	SCN3A	6328	IC
Q9NY47	SWISS-PROT	Voltage-gated calcium channel alpha2/delta subunit 2	ENSP00000418081	CACNA2D2	9254	IC
Q9NY57	SWISS-PROT	Serine/threonine-protein kinase 32B	ENSP00000282908	STK32B	55351	Kinase
Q9NY72	SWISS-PROT	Sodium channel beta-3 subunit	ENSP00000299333	SCN3B	55800	IC
Q9NYA1	SWISS-PROT	Sphingosine kinase 1	ENSP00000313681	SPHK1	8877	Kinase
Q9NYK1	SWISS-PROT	Toll-like receptor 7	ENSP00000370034	TLR7	51284	None
Q9NYL2	SWISS-PROT	Mixed lineage kinase 7	ENSP00000364361	MAP3K20	51776	Kinase
Q9NYP7	SWISS-PROT	Elongation of very long chain fatty acids protein 5	ENSP00000438095	ELOVL5	60481	None
Q9NYY3	SWISS-PROT	Serine/threonine-protein kinase PLK2	ENSP00000274289	PLK2	10769	Kinase
Q9NZ08	SWISS-PROT	Endoplasmic reticulum aminopeptidase 1	ENSP00000296754	ERAP1	51752	Enzyme
Q9NZ20	SWISS-PROT	Group III secretory phopholipase A2	ENSP00000215885	PLA2G3	50487	Enzyme
Q9NZ42	SWISS-PROT	Gamma-secretase subunit PEN-2	ENSP00000222266	PSENEN	55851	Enzyme
Q9NZJ5	SWISS-PROT	Eukaryotic translation initiation factor 2-alpha kinase 3	ENSP00000307235	EIF2AK3	9451	Kinase
Q9NZK7	SWISS-PROT	Group IIE secretory phospholipase A2	ENSP00000364257	PLA2G2E	30814	Enzyme
Q9NZV8	SWISS-PROT	Potassium voltage-gated channel subfamily D member 2	ENSP00000333496	KCND2	3751	IC
Q9P0G3	SWISS-PROT	Kallikrein 14	ENSP00000156499	KLK14	43847	Enzyme
Q9P0L2	SWISS-PROT	Serine/threonine-protein kinase MARK1	ENSP00000355884	MARK1	4139	Kinase
Q9P0X4	SWISS-PROT	Voltage-gated T-type calcium channel alpha-1I subunit	ENSP00000385019	CACNA1I	8911	IC
Q9P0Z9	SWISS-PROT	Peroxisomal sarcosine oxidase	ENSP00000317721	PIPOX	51268	Enzyme
Q9P1W9	SWISS-PROT	Serine/threonine-protein kinase PIM2	ENSP00000365692	PIM2	11040	Kinase
Q9P212	SWISS-PROT	Pancreas-enriched phospholipase C	ENSP00000260766	PLCE1	51196	Enzyme
Q9P286	SWISS-PROT	Serine/threonine-protein kinase PAK7	ENSP00000322957	PAK5	57144	Kinase
Q9P289	SWISS-PROT	Serine/threonine-protein kinase MST4	ENSP00000377867	STK26	51765	Kinase
Q9P2J5	SWISS-PROT	Leucyl-tRNA synthetase	ENSP00000377954	LARS	51520	Enzyme
Q9P2K8	SWISS-PROT	Eukaryotic translation initiation factor 2-alpha kinase 4	ENSP00000263791	EIF2AK4	440275	Kinase
Q9P2W7	SWISS-PROT	Beta-1,3-glucuronyltransferase 1	ENSP00000307875	B3GAT1	27087	Enzyme
Q9P2X0	SWISS-PROT	Mannose-P-dolichol synthase 3	ENSP00000357384	DPM3	54344	Enzyme
Q9UBC3	SWISS-PROT	DNA (cytosine-5)-methyltransferase 3B	ENSP00000328547	DNMT3B	1789	Epigenetic
Q9UBE8	SWISS-PROT	Serine/threonine protein kinase NLK	ENSP00000384625	NLK	51701	Kinase
Q9UBF8	SWISS-PROT	PI4-kinase beta subunit	ENSP00000271657	PI4KB	5298	Kinase
Q9UBK2	SWISS-PROT	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	ENSP00000264867	PPARGC1A	10891	None
Q9UBL9	SWISS-PROT	P2X purinoceptor 2	ENSP00000343339	P2RX2	22953	IC
Q9UBN7	SWISS-PROT	Histone deacetylase 6	ENSP00000334061	HDAC6	10013	Epigenetic
Q9UBR2	SWISS-PROT	Cathepsin Z	ENSP00000217131	CTSZ	1522	Enzyme
Q9UBS0	SWISS-PROT	Ribosomal protein S6 kinase 2	ENSP00000308413	RPS6KB2	6199	Kinase
Q9UBS5	SWISS-PROT	GABA-B receptor 1	ENSP00000366233	GABBR1	2550	GPCR
Q9UBT6	SWISS-PROT	DNA polymerase kappa	ENSP00000241436	POLK	51426	Enzyme
Q9UBU7	SWISS-PROT	Activator of S phase kinase DBF4	ENSP00000265728	DBF4	10926	None
Q9UBX1	SWISS-PROT	Cathepsin F	ENSP00000310832	CTSF	8722	Enzyme
Q9UBX7	SWISS-PROT	Kallikrein 11	ENSP00000473047	KLK11	11012	Enzyme
Q9UBY0	SWISS-PROT	Sodium/hydrogen exchanger 2	ENSP00000233969	SLC9A2	6549	Transporter
Q9UBY5	SWISS-PROT	Lysophosphatidic acid receptor Edg-7	ENSP00000359643	LPAR3	23566	GPCR
Q9UDW1	SWISS-PROT	Ubiquinol-cytochrome C reductase complex 7.2 kDa protein	ENSP00000332887	UQCR10	29796	None
Q9UEE5	SWISS-PROT	Serine/threonine-protein kinase 17A	ENSP00000319192	STK17A	9263	Kinase
Q9UEW8	SWISS-PROT	NA	ENSP00000348278	STK39	27347	Kinase
Q9UF33	SWISS-PROT	Ephrin type-A receptor 6	ENSP00000374323	EPHA6	285220	Kinase
Q9UGH3	SWISS-PROT	Sodium-dependent vitamin C transporter 2	ENSP00000344322	SLC23A2	9962	Transporter
Q9UGI6	SWISS-PROT	Small conductance calcium-activated potassium channel protein 3	ENSP00000271915	KCNN3	3782	IC
Q9UGJ0	SWISS-PROT	AMP-activated protein kinase, gamma-2 subunit	ENSP00000287878	PRKAG2	51422	Enzyme
Q9UGM1	SWISS-PROT	Neuronal acetylcholine receptor protein alpha-9 subunit	ENSP00000312663	CHRNA9	55584	IC
Q9UGN5	SWISS-PROT	Poly [ADP-ribose] polymerase 2	ENSP00000250416	PARP2	10038	Enzyme
Q9UGP5	SWISS-PROT	DNA polymerase lambda	ENSP00000299206	POLL	27343	Enzyme
Q9UHC3	SWISS-PROT	Amiloride-sensitive cation channel 3	ENSP00000297512	ASIC3	9311	IC
Q9UHC9	SWISS-PROT	Niemann-Pick C1-like protein 1	ENSP00000289547	NPC1L1	29881	None
Q9UHD2	SWISS-PROT	Serine/threonine-protein kinase TBK1	ENSP00000329967	TBK1	29110	Kinase
Q9UHG2	SWISS-PROT	Subtilisin/kexin type 1 	ENSP00000218230	PCSK1N	27344	None
Q9UHI5	SWISS-PROT	L-type amino acid transporter 2	ENSP00000320378	SLC7A8	23428	Transporter
Q9UHI8	SWISS-PROT	ADAMTS1	ENSP00000284984	ADAMTS1	9510	Enzyme
Q9UHL4	SWISS-PROT	Dipeptidyl peptidase II	ENSP00000360635	DPP7	29952	Enzyme
Q9UI33	SWISS-PROT	Sodium channel protein type XI alpha subunit 	ENSP00000307599	SCN11A	11280	IC
Q9UI42	SWISS-PROT	Carboxypeptidase A4	ENSP00000222482	CPA4	51200	Enzyme
Q9UIK4	SWISS-PROT	Death-associated protein kinase 2	ENSP00000261891	DAPK2	23604	Kinase
Q9UIQ6	SWISS-PROT	Cystinyl aminopeptidase	ENSP00000231368	LNPEP	4012	Enzyme
Q9UJM8	SWISS-PROT	Hydroxyacid oxidase 1	ENSP00000368066	HAO1	54363	Enzyme
Q9UK17	SWISS-PROT	Voltage-gated potassium channel subunit Kv4.3	ENSP00000319591	KCND3	3752	IC
Q9UK23	SWISS-PROT	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	ENSP00000310998	NAGPA	51172	Enzyme
Q9UK32	SWISS-PROT	Ribosomal protein S6 kinase alpha 6	ENSP00000262752	RPS6KA6	27330	Kinase
Q9UKE5	SWISS-PROT	TRAF2- and NCK-interacting kinase	ENSP00000399511	TNIK	23043	Kinase
Q9UKG9	SWISS-PROT	Peroxisomal carnitine O-octanoyltransferase	ENSP00000413575	CROT	54677	Enzyme
Q9UKI8	SWISS-PROT	Serine/threonine-protein kinase tousled-like 1	ENSP00000411099	TLK1	9874	Kinase
Q9UKK3	SWISS-PROT	Poly [ADP-ribose] polymerase 4	ENSP00000371419	PARP4	143	Enzyme
Q9UKM7	SWISS-PROT	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	ENSP00000360645	MAN1B1	11253	Enzyme
Q9UKP6	SWISS-PROT	Urotensin II receptor	ENSP00000323516	UTS2R	2837	GPCR
Q9UKQ9	SWISS-PROT	Kallikrein 9	ENSP00000366028	KLK9	284366	Enzyme
Q9UKR0	SWISS-PROT	Kallikrein 12	ENSP00000250351	KLK12	43849	Enzyme
Q9UKR3	SWISS-PROT	Kallikrein 13	ENSP00000470555	KLK13	26085	Enzyme
Q9UKV0	SWISS-PROT	Histone deacetylase 9	ENSP00000408617	HDAC9	9734	Epigenetic
Q9UKX5	SWISS-PROT	Integrin alpha-11	ENSP00000327290	ITGA11	22801	None
Q9UL54	SWISS-PROT	Serine/threonine-protein kinase TAO2	ENSP00000310094	TAOK2	9344	Kinase
Q9ULA0	SWISS-PROT	Aspartyl aminopeptidase 	ENSP00000273075	DNPEP	23549	Enzyme
Q9ULK0	SWISS-PROT	Glutamate receptor delta-1 subunit	ENSP00000330148	GRID1	2894	IC
Q9ULK4	SWISS-PROT	Vitamin D3 receptor-interacting protein	ENSP00000357047	MED23	9439	Enzyme
Q9ULW0	SWISS-PROT	Targeting protein for Xklp2	ENSP00000300403	TPX2	22974	None
Q9ULX7	SWISS-PROT	Carbonic anhydrase XIV	ENSP00000358107	CA14	23632	Enzyme
Q9ULZ9	SWISS-PROT	Matrix metalloproteinase 17	ENSP00000353767	MMP17	4326	Enzyme
Q9UM07	SWISS-PROT	Protein-arginine deiminase type-4	ENSP00000364597	PADI4	23569	Enzyme
Q9UM73	SWISS-PROT	ALK tyrosine kinase receptor	ENSP00000373700	ALK	238	Kinase
Q9UMX1	SWISS-PROT	Suppressor of fused homolog	ENSP00000358918	SUFU	51684	None
Q9UN88	SWISS-PROT	GABA receptor theta subunit	ENSP00000359329	GABRQ	55879	IC
Q9UNA0	SWISS-PROT	ADAMTS5	ENSP00000284987	ADAMTS5	11096	Enzyme
Q9UNA4	SWISS-PROT	DNA polymerase iota	ENSP00000462664	POLI	11201	Enzyme
Q9UNI1	SWISS-PROT	Elastase 1	ENSP00000293636	CELA1	1990	Enzyme
Q9UNK4	SWISS-PROT	Group IID secretory phospholipase A2	ENSP00000364246	PLA2G2D	26279	Enzyme
Q9UNN8	SWISS-PROT	Endothelial protein C receptor	ENSP00000216968	PROCR	10544	None
Q9UNQ0	SWISS-PROT	ATP-binding cassette sub-family G member 2	ENSP00000237612	ABCG2	9429	Transporter
Q9UP65	SWISS-PROT	Cytosolic phospholipase A2 gamma	ENSP00000400036	PLA2G4C	8605	Enzyme
Q9UPE1	SWISS-PROT	Serine/threonine-protein kinase SRPK3	ENSP00000359119	SRPK3	26576	Kinase
Q9UPR0	SWISS-PROT	Phospholipase C-like 2	ENSP00000409637	PLCL2	23228	Enzyme
Q9UPY5	SWISS-PROT	Cystine/glutamate transporter	ENSP00000280612	SLC7A11	23657	Transporter
Q9UPZ9	SWISS-PROT	NA	ENSP00000263043	ICK	22858	Kinase
Q9UQ49	SWISS-PROT	Sialidase-3	ENSP00000294064	NEU3	10825	Enzyme
Q9UQ88	SWISS-PROT	PITSLRE serine/threonine-protein kinase CDC2L2	ENSP00000384442	CDK11A	728642	Kinase
Q9UQB9	SWISS-PROT	Serine/threonine-protein kinase Aurora-C	ENSP00000302898	AURKC	6795	Kinase
Q9UQD0	SWISS-PROT	Sodium channel protein type VIII alpha subunit	ENSP00000346534	SCN8A	6334	IC
Q9UQL6	SWISS-PROT	Histone deacetylase 5	ENSP00000225983	HDAC5	10014	Epigenetic
Q9UQM7	SWISS-PROT	CaM kinase II alpha	ENSP00000381412	CAMK2A	815	Kinase
Q9Y231	SWISS-PROT	Fucosyltransferase 9	ENSP00000302599	FUT9	10690	Enzyme
Q9Y233	SWISS-PROT	Phosphodiesterase 10A	ENSP00000438284	PDE10A	10846	Enzyme
Q9Y237	SWISS-PROT	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 2	ENSP00000362773	PIN4	5303	Enzyme
Q9Y243	SWISS-PROT	Serine/threonine-protein kinase AKT3	ENSP00000263826	AKT3	10000	Kinase
Q9Y251	SWISS-PROT	Heparanase	ENSP00000308107	HPSE	10855	Enzyme
Q9Y253	SWISS-PROT	DNA polymerase eta	ENSP00000361310	POLH	5429	Enzyme
Q9Y256	SWISS-PROT	Prenyl protein specific protease	ENSP00000309163	RCE1	9986	Enzyme
Q9Y263	SWISS-PROT	Phospholipase A-2-activating protein	ENSP00000380460	PLAA	9373	Enzyme
Q9Y271	SWISS-PROT	Cysteinyl leukotriene receptor 1	ENSP00000362401	CYSLTR1	10800	GPCR
Q9Y2D0	SWISS-PROT	Carbonic anhydrase VB	ENSP00000314099	CA5B	11238	Enzyme
Q9Y2D5	SWISS-PROT	Protein kinase A anchoring protein 2	ENSP00000451476	PALM2-AKAP2	445815	Enzyme
Q9Y2E5	SWISS-PROT	Epididymis-specific alpha-mannosidase	ENSP00000285599	MAN2B2	23324	Enzyme
Q9Y2H1	SWISS-PROT	Serine/threonine-protein kinase 38-like	ENSP00000373684	STK38L	23012	Kinase
Q9Y2H9	SWISS-PROT	NA	ENSP00000251472	MAST1	22983	Kinase
Q9Y2I1	SWISS-PROT	Nischarin	ENSP00000339958	NISCH	11188	None
Q9Y2K2	SWISS-PROT	Serine/threonine-protein kinase SIK3	ENSP00000292055	SIK3	23387	Kinase
Q9Y2P5	SWISS-PROT	Fatty acid transport protein 5	ENSP00000263093	SLC27A5	10998	Transporter
Q9Y2Q3	SWISS-PROT	Glutathione S-transferase kappa 1 	ENSP00000431049	GSTK1	373156	Enzyme
Q9Y2R2	SWISS-PROT	Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP	ENSP00000352833	PTPN22	26191	Enzyme
Q9Y2T3	SWISS-PROT	Guanine deaminase	ENSP00000238018	GDA	9615	Enzyme
Q9Y2T4	SWISS-PROT	Serine/threonine protein phosphatase 2A, 55 kDa regulatory subunit B, gamma isoform	ENSP00000335083	PPP2R2C	5522	Enzyme
Q9Y2T6	SWISS-PROT	G-protein coupled receptor 55	ENSP00000375893	GPR55	9290	GPCR
Q9Y2U5	SWISS-PROT	Mitogen-activated protein kinase kinase kinase 2	ENSP00000343463	MAP3K2	10746	Kinase
Q9Y2Y1	SWISS-PROT	DNA-directed RNA polymerases III 12.5 kDa polypeptide	ENSP00000293860	POLR3K	51728	Enzyme
Q9Y337	SWISS-PROT	Kallikrein 5	ENSP00000337733	KLK5	25818	Enzyme
Q9Y345	SWISS-PROT	Glycine transporter 2	ENSP00000434364	SLC6A5	9152	Transporter
Q9Y3Q0	SWISS-PROT	NAALADase II	ENSP00000432481	NAALAD2	10003	Enzyme
Q9Y3R4	SWISS-PROT	Sialidase 2	ENSP00000233840	NEU2	4759	Enzyme
Q9Y3S1	SWISS-PROT	Serine/threonine-protein kinase WNK2	ENSP00000297954	WNK2	65268	Kinase
